﻿﻿"Time","__name__","activity_factor","agent_id","average_daily_volume","average_roundtrip_volume","base_balance","base_collateral","base_loan","combined_score","exported_netuid","gentrx_score","hotkey","id","instance","inventory_value","inventory_value_change","job","kappa","kappa_penalty","kappa_score","min_daily_volume","min_roundtrip_volume","miner_gauge_name","netuid","placement","pnl","pnl_change","pnl_factor","pnl_score","quote_balance","quote_collateral","quote_loan","score","sim_id","task","total_daily_volume","total_realized_pnl","total_roundtrip_volume","unnormalized_score","wallet","Value"
2026-06-19 07:03:40.000,miners,0.844,133,81049,31234,16348,0,0,0.342,79,0,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,0,84.32.70.8:9001,27713,-4.90,bittensor,0.136,0.0943,0.433,23191,0,miners,79,220,27713,-4.90,1,2.39e-10,1640147,0,0,0.0395,20260614_1422,validator_metrics,10374227,22045,3997927,0,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,1.00
2026-06-19 07:03:40.000,miners,0.906,37,32524,13551,10145,0,0,0.384,79,0,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,0,84.32.70.8:9001,10930,-4.07,bittensor,-0.00268,0.0128,0.486,12284,3465,miners,79,222,10930,-4.07,1,-2.43e-12,3347370,0,0,0.00842,20260614_1422,validator_metrics,4163026,-1234,1734531,0,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,1.00
2026-06-19 07:03:40.000,miners,0.945,223,315768,149154,10220,0,0,0.378,79,0,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,0,84.32.70.8:9001,35109,-7.02,bittensor,0.0417,0.0287,0.478,89164,39353,miners,79,214,35109,-7.02,1,1.71e-10,3330876,0,0,0.0546,20260614_1422,validator_metrics,40418245,9913,19091706,0,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,1.00
2026-06-19 07:03:40.000,miners,0.961,233,13036,5341,8795,0,0,0.396,79,0,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,0,84.32.70.8:9001,16711,-19.1,bittensor,0.00933,0,0.502,0,0,miners,79,86,16711,-19.1,1,1.9e-11,3753598,0,0,0.462,20260614_1422,validator_metrics,1668651,628,683678,0,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,1.00
2026-06-19 07:03:40.000,miners,0.992,128,14112,4760,10484,0,0,0.389,79,0,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,0,84.32.70.8:9001,25351,-8.37,bittensor,0.0116,0.0104,0.492,1884,544,miners,79,208,25351,-8.37,1,1.14e-11,3288753,0,0,0.0644,20260614_1422,validator_metrics,1806371,1869,609316,0,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,1.00
2026-06-19 07:03:40.000,miners,0.992,24,288911,135684,564,0,0,0.390,79,0,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,0,84.32.70.8:9001,5791,-2.19,bittensor,-0.00170,0.00542,0.494,155700,66329,miners,79,206,5791,-2.19,1,-6.56e-11,6128619,0,0,0.0669,20260614_1422,validator_metrics,36980547,-9273,17367533,0,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,1.00
2026-06-19 07:03:40.000,miners,1,1,359788,177803,7897,0,0,0.396,79,0,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,0,84.32.70.8:9001,-112783,-11.9,bittensor,0.00871,0,0.502,266256,131369,miners,79,91,-112783,-11.9,1,1.05e-11,4015160,0,0,0.421,20260614_1422,validator_metrics,46052864,772,22758811,0,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,1.00
2026-06-19 07:03:40.000,miners,1,10,119710,54543,10591,0,0,0.393,79,0,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,0,84.32.70.8:9001,-128213,-13.3,bittensor,-0.0113,0,0.498,60479,29110,miners,79,196,-128213,-13.3,1,-6.27e-11,3229971,0,0,0.0875,20260614_1422,validator_metrics,15322909,-6634,6981482,0,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,1.00
2026-06-19 07:03:40.000,miners,1,100,227654,105563,641,0,0,0.389,79,0,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,0,84.32.70.8:9001,-33342,-0.643,bittensor,-0.0371,0,0.493,203629,93533,miners,79,205,-33342,-0.643,1,-3.12e-10,6106276,0,0,0.0696,20260614_1422,validator_metrics,29139743,-18189,13512058,0,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,1.00
2026-06-19 07:03:40.000,miners,1,101,28198,11328,10221,0,0,0.394,79,0,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,0,84.32.70.8:9001,-436268,-10.4,bittensor,-0.00633,0,0.499,6044,2219,miners,79,157,-436268,-10.4,1,-4.29e-11,3293020,0,0,0.160,20260614_1422,validator_metrics,3609391,-9310,1450047,0,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,1.00
